srtm_12_04,X,Y
1965.0000000000,-122.0449993900,43.0425001450
1956.0000000000,-122.0441660600,43.0425001450
1946.0000000000,-122.0433327300,43.0425001450
1934.0000000000,-122.0424993900,43.0425001450
1921.0000000000,-122.0416660600,43.0425001450
1908.0000000000,-122.0408327300,43.0425001450
1891.0000000000,-122.0399993900,43.0425001450
1877.0000000000,-122.0391660600,43.0425001450
1867.0000000000,-122.0383327300,43.0425001450
1860.0000000000,-122.0374993900,43.0425001450
1853.0000000000,-122.0366660600,43.0425001450
1840.0000000000,-122.0358327300,43.0425001450
1833.0000000000,-122.0349993900,43.0425001450
1826.0000000000,-122.0341660600,43.0425001450
1813.0000000000,-122.0333327300,43.0425001450
1805.0000000000,-122.0324993900,43.0425001450
1794.0000000000,-122.0316660600,43.0425001450
1784.0000000000,-122.0308327300,43.0425001450
1774.0000000000,-122.0299993900,43.0425001450
1762.0000000000,-122.0291660600,43.0425001450
1755.0000000000,-122.0283327300,43.0425001450
1746.0000000000,-122.0274993900,43.0425001450
1738.0000000000,-122.0266660600,43.0425001450
1730.0000000000,-122.0258327300,43.0425001450
1724.0000000000,-122.0249993900,43.0425001450
1718.0000000000,-122.0241660600,43.0425001450
1713.0000000000,-122.0233327300,43.0425001450
1706.0000000000,-122.0224993900,43.0425001450
1698.0000000000,-122.0216660600,43.0425001450
1689.0000000000,-122.0208327300,43.0425001450
1682.0000000000,-122.0199993900,43.0425001450
1674.0000000000,-122.0191660600,43.0425001450
1666.0000000000,-122.0183327300,43.0425001450
1658.0000000000,-122.0174993900,43.0425001450
1653.0000000000,-122.0166660600,43.0425001450
1646.0000000000,-122.0158327300,43.0425001450
1639.0000000000,-122.0149993900,43.0425001450
1637.0000000000,-122.0141660600,43.0425001450
1634.0000000000,-122.0133327300,43.0425001450
1629.0000000000,-122.0124993900,43.0425001450
1623.0000000000,-122.0116660600,43.0425001450
1618.0000000000,-122.0108327300,43.0425001450
1612.0000000000,-122.0099993900,43.0425001450
1608.0000000000,-122.0091660600,43.0425001450
1610.0000000000,-122.0083327300,43.0425001450
1613.0000000000,-122.0074993900,43.0425001450
1615.0000000000,-122.0066660600,43.0425001450
1612.0000000000,-122.0058327300,43.0425001450
1611.0000000000,-122.0049993900,43.0425001450
1611.0000000000,-122.0041660600,43.0425001450
1608.0000000000,-122.0033327300,43.0425001450
1606.0000000000,-122.0024993900,43.0425001450
1568.0000000000,-122.2658327300,43.0383334790
1585.0000000000,-122.2649993900,43.0383334790
1599.0000000000,-122.2641660600,43.0383334790
1611.0000000000,-122.2633327300,43.0383334790
1625.0000000000,-122.2624993900,43.0383334790
1634.0000000000,-122.2616660600,43.0383334790
1628.0000000000,-122.2608327300,43.0383334790
1630.0000000000,-122.2599993900,43.0383334790
1640.0000000000,-122.2591660600,43.0383334790
1645.0000000000,-122.2583327300,43.0383334790
1651.0000000000,-122.2574993900,43.0383334790
1645.0000000000,-122.2566660600,43.0383334790
1635.0000000000,-122.2558327300,43.0383334790
1637.0000000000,-122.2549993900,43.0383334790
1637.0000000000,-122.2541660600,43.0383334790
1641.0000000000,-122.2533327300,43.0383334790
1644.0000000000,-122.2524993900,43.0383334790
1638.0000000000,-122.2516660600,43.0383334790
1637.0000000000,-122.2508327300,43.0383334790
1639.0000000000,-122.2499993900,43.0383334790
1641.0000000000,-122.2491660600,43.0383334790
1647.0000000000,-122.2483327300,43.0383334790
1650.0000000000,-122.2474993900,43.0383334790
1650.0000000000,-122.2466660600,43.0383334790
1652.0000000000,-122.2458327300,43.0383334790
1656.0000000000,-122.2449993900,43.0383334790
1662.0000000000,-122.2441660600,43.0383334790
1664.0000000000,-122.2433327300,43.0383334790
1667.0000000000,-122.2424993900,43.0383334790
1670.0000000000,-122.2416660600,43.0383334790
1672.0000000000,-122.2408327300,43.0383334790
1676.0000000000,-122.2399993900,43.0383334790
1682.0000000000,-122.2391660600,43.0383334790
1685.0000000000,-122.2383327300,43.0383334790
1688.0000000000,-122.2374993900,43.0383334790
1691.0000000000,-122.2366660600,43.0383334790
1694.0000000000,-122.2358327300,43.0383334790
1698.0000000000,-122.2349993900,43.0383334790
1705.0000000000,-122.2341660600,43.0383334790
1710.0000000000,-122.2333327300,43.0383334790
1712.0000000000,-122.2324993900,43.0383334790
1717.0000000000,-122.2316660600,43.0383334790
1722.0000000000,-122.2308327300,43.0383334790
1727.0000000000,-122.2299993900,43.0383334790
1735.0000000000,-122.2291660600,43.0383334790
1742.0000000000,-122.2283327300,43.0383334790
1753.0000000000,-122.2274993900,43.0383334790
1763.0000000000,-122.2266660600,43.0383334790
1773.0000000000,-122.2258327300,43.0383334790
1780.0000000000,-122.2249993900,43.0383334790
1790.0000000000,-122.2241660600,43.0383334790
1804.0000000000,-122.2233327300,43.0383334790
1816.0000000000,-122.2224993900,43.0383334790
1821.0000000000,-122.2216660600,43.0383334790
1822.0000000000,-122.2208327300,43.0383334790
1822.0000000000,-122.2199993900,43.0383334790
1827.0000000000,-122.2191660600,43.0383334790
1826.0000000000,-122.2183327300,43.0383334790
1820.0000000000,-122.2174993900,43.0383334790
1814.0000000000,-122.2166660600,43.0383334790
1806.0000000000,-122.2158327300,43.0383334790
1808.0000000000,-122.2149993900,43.0383334790
1804.0000000000,-122.2141660600,43.0383334790
1803.0000000000,-122.2133327300,43.0383334790
1803.0000000000,-122.2124993900,43.0383334790
1800.0000000000,-122.2116660600,43.0383334790
1796.0000000000,-122.2108327300,43.0383334790
1794.0000000000,-122.2099993900,43.0383334790
1793.0000000000,-122.2091660600,43.0383334790
1792.0000000000,-122.2083327300,43.0383334790
1791.0000000000,-122.2074993900,43.0383334790
1786.0000000000,-122.2066660600,43.0383334790
1785.0000000000,-122.2058327300,43.0383334790
1784.0000000000,-122.2049993900,43.0383334790
1783.0000000000,-122.2041660600,43.0383334790
1780.0000000000,-122.2033327300,43.0383334790
1776.0000000000,-122.2024993900,43.0383334790
1776.0000000000,-122.2016660600,43.0383334790
1777.0000000000,-122.2008327300,43.0383334790
1769.0000000000,-122.1999993900,43.0383334790
1763.0000000000,-122.1991660600,43.0383334790
1764.0000000000,-122.1983327300,43.0383334790
1764.0000000000,-122.1974993900,43.0383334790
1765.0000000000,-122.1966660600,43.0383334790
1766.0000000000,-122.1958327300,43.0383334790
1765.0000000000,-122.1949993900,43.0383334790
1765.0000000000,-122.1941660600,43.0383334790
1766.0000000000,-122.1933327300,43.0383334790
1769.0000000000,-122.1924993900,43.0383334790
1768.0000000000,-122.1916660600,43.0383334790
1769.0000000000,-122.1908327300,43.0383334790
1770.0000000000,-122.1899993900,43.0383334790
1768.0000000000,-122.1891660600,43.0383334790
1770.0000000000,-122.1883327300,43.0383334790
1769.0000000000,-122.1874993900,43.0383334790
1767.0000000000,-122.1866660600,43.0383334790
1769.0000000000,-122.1858327300,43.0383334790
1767.0000000000,-122.1849993900,43.0383334790
1766.0000000000,-122.1841660600,43.0383334790
1766.0000000000,-122.1833327300,43.0383334790
1766.0000000000,-122.1824993900,43.0383334790
1769.0000000000,-122.1816660600,43.0383334790
1770.0000000000,-122.1808327300,43.0383334790
1770.0000000000,-122.1799993900,43.0383334790
1770.0000000000,-122.1791660600,43.0383334790
1772.0000000000,-122.1783327300,43.0383334790
1774.0000000000,-122.1774993900,43.0383334790
1777.0000000000,-122.1766660600,43.0383334790
1777.0000000000,-122.1758327300,43.0383334790
1783.0000000000,-122.1749993900,43.0383334790
1785.0000000000,-122.1741660600,43.0383334790
1785.0000000000,-122.1733327300,43.0383334790
1785.0000000000,-122.1724993900,43.0383334790
1784.0000000000,-122.1716660600,43.0383334790
1786.0000000000,-122.1708327300,43.0383334790
1787.0000000000,-122.1699993900,43.0383334790
1790.0000000000,-122.1691660600,43.0383334790
1805.0000000000,-122.1683327300,43.0383334790
1831.0000000000,-122.1674993900,43.0383334790
1847.0000000000,-122.1666660600,43.0383334790
1864.0000000000,-122.1658327300,43.0383334790
1876.0000000000,-122.1649993900,43.0383334790
1879.0000000000,-122.1641660600,43.0383334790
1881.0000000000,-122.1633327300,43.0383334790
1883.0000000000,-122.1624993900,43.0383334790
1885.0000000000,-122.1616660600,43.0383334790
1891.0000000000,-122.1608327300,43.0383334790
1899.0000000000,-122.1599993900,43.0383334790
1902.0000000000,-122.1591660600,43.0383334790
1899.0000000000,-122.1583327300,43.0383334790
1894.0000000000,-122.1574993900,43.0383334790
1890.0000000000,-122.1566660600,43.0383334790
1885.0000000000,-122.1558327300,43.0383334790
1881.0000000000,-122.1549993900,43.0383334790
1871.0000000000,-122.1541660600,43.0383334790
1869.0000000000,-122.1533327300,43.0383334790
1864.0000000000,-122.1524993900,43.0383334790
1862.0000000000,-122.1516660600,43.0383334790
1858.0000000000,-122.1508327300,43.0383334790
1853.0000000000,-122.1499993900,43.0383334790
1853.0000000000,-122.1491660600,43.0383334790
1849.0000000000,-122.1483327300,43.0383334790
1845.0000000000,-122.1474993900,43.0383334790
1841.0000000000,-122.1466660600,43.0383334790
1837.0000000000,-122.1458327300,43.0383334790
1838.0000000000,-122.1449993900,43.0383334790
1832.0000000000,-122.1441660600,43.0383334790
1831.0000000000,-122.1433327300,43.0383334790
1833.0000000000,-122.1424993900,43.0383334790
1830.0000000000,-122.1416660600,43.0383334790
1829.0000000000,-122.1408327300,43.0383334790
1827.0000000000,-122.1399993900,43.0383334790
1826.0000000000,-122.1391660600,43.0383334790
1830.0000000000,-122.1383327300,43.0383334790
1830.0000000000,-122.1374993900,43.0383334790
1828.0000000000,-122.1366660600,43.0383334790
1826.0000000000,-122.1358327300,43.0383334790
1829.0000000000,-122.1349993900,43.0383334790
1833.0000000000,-122.1341660600,43.0383334790
1833.0000000000,-122.1333327300,43.0383334790
1833.0000000000,-122.1324993900,43.0383334790
1833.0000000000,-122.1316660600,43.0383334790
1834.0000000000,-122.1308327300,43.0383334790
1833.0000000000,-122.1299993900,43.0383334790
1831.0000000000,-122.1291660600,43.0383334790
1830.0000000000,-122.1283327300,43.0383334790
1834.0000000000,-122.1274993900,43.0383334790
1835.0000000000,-122.1266660600,43.0383334790
1837.0000000000,-122.1258327300,43.0383334790
1839.0000000000,-122.1249993900,43.0383334790
1839.0000000000,-122.1241660600,43.0383334790
1837.0000000000,-122.1233327300,43.0383334790
1838.0000000000,-122.1224993900,43.0383334790
1840.0000000000,-122.1216660600,43.0383334790
1839.0000000000,-122.1208327300,43.0383334790
1840.0000000000,-122.1199993900,43.0383334790
1847.0000000000,-122.1191660600,43.0383334790
1852.0000000000,-122.1183327300,43.0383334790
1854.0000000000,-122.1174993900,43.0383334790
1855.0000000000,-122.1166660600,43.0383334790
1855.0000000000,-122.1158327300,43.0383334790
1853.0000000000,-122.1149993900,43.0383334790
1853.0000000000,-122.1141660600,43.0383334790
1853.0000000000,-122.1133327300,43.0383334790
1853.0000000000,-122.1124993900,43.0383334790
1850.0000000000,-122.1116660600,43.0383334790
1849.0000000000,-122.1108327300,43.0383334790
1850.0000000000,-122.1099993900,43.0383334790
1848.0000000000,-122.1091660600,43.0383334790
1846.0000000000,-122.1083327300,43.0383334790
1846.0000000000,-122.1074993900,43.0383334790
1848.0000000000,-122.1066660600,43.0383334790
1849.0000000000,-122.1058327300,43.0383334790
1849.0000000000,-122.1049993900,43.0383334790
1850.0000000000,-122.1041660600,43.0383334790
1852.0000000000,-122.1033327300,43.0383334790
1853.0000000000,-122.1024993900,43.0383334790
1853.0000000000,-122.1016660600,43.0383334790
1856.0000000000,-122.1008327300,43.0383334790
1864.0000000000,-122.0999993900,43.0383334790
1874.0000000000,-122.0991660600,43.0383334790
1880.0000000000,-122.0983327300,43.0383334790
1882.0000000000,-122.0974993900,43.0383334790
1885.0000000000,-122.0966660600,43.0383334790
1888.0000000000,-122.0958327300,43.0383334790
1892.0000000000,-122.0949993900,43.0383334790
1900.0000000000,-122.0941660600,43.0383334790
1903.0000000000,-122.0933327300,43.0383334790
1906.0000000000,-122.0924993900,43.0383334790
1908.0000000000,-122.0916660600,43.0383334790
1907.0000000000,-122.0908327300,43.0383334790
1907.0000000000,-122.0899993900,43.0383334790
1911.0000000000,-122.0891660600,43.0383334790
1908.0000000000,-122.0883327300,43.0383334790
1904.0000000000,-122.0874993900,43.0383334790
1904.0000000000,-122.0866660600,43.0383334790
1907.0000000000,-122.0858327300,43.0383334790
1911.0000000000,-122.0849993900,43.0383334790
1915.0000000000,-122.0841660600,43.0383334790
1919.0000000000,-122.0833327300,43.0383334790
1925.0000000000,-122.0824993900,43.0383334790
1936.0000000000,-122.0816660600,43.0383334790
1945.0000000000,-122.0808327300,43.0383334790
1953.0000000000,-122.0799993900,43.0383334790
1962.0000000000,-122.0791660600,43.0383334790
1971.0000000000,-122.0783327300,43.0383334790
1976.0000000000,-122.0774993900,43.0383334790
1982.0000000000,-122.0766660600,43.0383334790
1988.0000000000,-122.0758327300,43.0383334790
1999.0000000000,-122.0749993900,43.0383334790
2002.0000000000,-122.0741660600,43.0383334790
2001.0000000000,-122.0733327300,43.0383334790
2002.0000000000,-122.0724993900,43.0383334790
2013.0000000000,-122.0716660600,43.0383334790
2024.0000000000,-122.0708327300,43.0383334790
2033.0000000000,-122.0699993900,43.0383334790
2039.0000000000,-122.0691660600,43.0383334790
2053.0000000000,-122.0683327300,43.0383334790
2065.0000000000,-122.0674993900,43.0383334790
2068.0000000000,-122.0666660600,43.0383334790
2070.0000000000,-122.0658327300,43.0383334790
2067.0000000000,-122.0649993900,43.0383334790
2061.0000000000,-122.0641660600,43.0383334790
2059.0000000000,-122.0633327300,43.0383334790
2059.0000000000,-122.0624993900,43.0383334790
2058.0000000000,-122.0616660600,43.0383334790
2057.0000000000,-122.0608327300,43.0383334790
2055.0000000000,-122.0599993900,43.0383334790
2051.0000000000,-122.0591660600,43.0383334790
2045.0000000000,-122.0583327300,43.0383334790
2044.0000000000,-122.0574993900,43.0383334790
2040.0000000000,-122.0566660600,43.0383334790
2035.0000000000,-122.0558327300,43.0383334790
2025.0000000000,-122.0549993900,43.0383334790
2016.0000000000,-122.0541660600,43.0383334790
2006.0000000000,-122.0533327300,43.0383334790
2003.0000000000,-122.0524993900,43.0383334790
2002.0000000000,-122.0516660600,43.0383334790
1994.0000000000,-122.0508327300,43.0383334790
1986.0000000000,-122.0499993900,43.0383334790
1981.0000000000,-122.0491660600,43.0383334790
1969.0000000000,-122.0483327300,43.0383334790
1959.0000000000,-122.0474993900,43.0383334790
1952.0000000000,-122.0466660600,43.0383334790
1945.0000000000,-122.0458327300,43.0383334790
1938.0000000000,-122.0449993900,43.0383334790
1929.0000000000,-122.0441660600,43.0383334790
1923.0000000000,-122.0433327300,43.0383334790
1917.0000000000,-122.0424993900,43.0383334790
1909.0000000000,-122.0416660600,43.0383334790
1894.0000000000,-122.0408327300,43.0383334790
1884.0000000000,-122.0399993900,43.0383334790
1878.0000000000,-122.0391660600,43.0383334790
1870.0000000000,-122.0383327300,43.0383334790
1864.0000000000,-122.0374993900,43.0383334790
1853.0000000000,-122.0366660600,43.0383334790
1841.0000000000,-122.0358327300,43.0383334790
1833.0000000000,-122.0349993900,43.0383334790
1827.0000000000,-122.0341660600,43.0383334790
1819.0000000000,-122.0333327300,43.0383334790
1811.0000000000,-122.0324993900,43.0383334790
1802.0000000000,-122.0316660600,43.0383334790
1791.0000000000,-122.0308327300,43.0383334790
1781.0000000000,-122.0299993900,43.0383334790
1771.0000000000,-122.0291660600,43.0383334790
1759.0000000000,-122.0283327300,43.0383334790
1747.0000000000,-122.0274993900,43.0383334790
1739.0000000000,-122.0266660600,43.0383334790
1729.0000000000,-122.0258327300,43.0383334790
1716.0000000000,-122.0249993900,43.0383334790
1708.0000000000,-122.0241660600,43.0383334790
1695.0000000000,-122.0233327300,43.0383334790
1686.0000000000,-122.0224993900,43.0383334790
1676.0000000000,-122.0216660600,43.0383334790
1667.0000000000,-122.0208327300,43.0383334790
1658.0000000000,-122.0199993900,43.0383334790
1653.0000000000,-122.0191660600,43.0383334790
1646.0000000000,-122.0183327300,43.0383334790
1642.0000000000,-122.0174993900,43.0383334790
1639.0000000000,-122.0166660600,43.0383334790
1634.0000000000,-122.0158327300,43.0383334790
1632.0000000000,-122.0149993900,43.0383334790
1629.0000000000,-122.0141660600,43.0383334790
1624.0000000000,-122.0133327300,43.0383334790
1621.0000000000,-122.0124993900,43.0383334790
1620.0000000000,-122.0116660600,43.0383334790
1619.0000000000,-122.0108327300,43.0383334790
1620.0000000000,-122.0099993900,43.0383334790
1617.0000000000,-122.0091660600,43.0383334790
1617.0000000000,-122.0083327300,43.0383334790
1620.0000000000,-122.0074993900,43.0383334790
1618.0000000000,-122.0066660600,43.0383334790
1616.0000000000,-122.0058327300,43.0383334790
1616.0000000000,-122.0049993900,43.0383334790
1617.0000000000,-122.0041660600,43.0383334790
1616.0000000000,-122.0033327300,43.0383334790
1612.0000000000,-122.0024993900,43.0383334790
1514.0000000000,-122.2658327300,43.0341668120
1518.0000000000,-122.2649993900,43.0341668120
1523.0000000000,-122.2641660600,43.0341668120
1526.0000000000,-122.2633327300,43.0341668120
1525.0000000000,-122.2624993900,43.0341668120
1537.0000000000,-122.2616660600,43.0341668120
1549.0000000000,-122.2608327300,43.0341668120
1561.0000000000,-122.2599993900,43.0341668120
1571.0000000000,-122.2591660600,43.0341668120
1577.0000000000,-122.2583327300,43.0341668120
1581.0000000000,-122.2574993900,43.0341668120
1584.0000000000,-122.2566660600,43.0341668120
1589.0000000000,-122.2558327300,43.0341668120
1591.0000000000,-122.2549993900,43.0341668120
1595.0000000000,-122.2541660600,43.0341668120
1598.0000000000,-122.2533327300,43.0341668120
1604.0000000000,-122.2524993900,43.0341668120
1610.0000000000,-122.2516660600,43.0341668120
1620.0000000000,-122.2508327300,43.0341668120
1624.0000000000,-122.2499993900,43.0341668120
1624.0000000000,-122.2491660600,43.0341668120
1627.0000000000,-122.2483327300,43.0341668120
1627.0000000000,-122.2474993900,43.0341668120
1630.0000000000,-122.2466660600,43.0341668120
1634.0000000000,-122.2458327300,43.0341668120
1641.0000000000,-122.2449993900,43.0341668120
1647.0000000000,-122.2441660600,43.0341668120
1654.0000000000,-122.2433327300,43.0341668120
1657.0000000000,-122.2424993900,43.0341668120
1661.0000000000,-122.2416660600,43.0341668120
1664.0000000000,-122.2408327300,43.0341668120
1666.0000000000,-122.2399993900,43.0341668120
1671.0000000000,-122.2391660600,43.0341668120
1674.0000000000,-122.2383327300,43.0341668120
1679.0000000000,-122.2374993900,43.0341668120
1685.0000000000,-122.2366660600,43.0341668120
1689.0000000000,-122.2358327300,43.0341668120
1690.0000000000,-122.2349993900,43.0341668120
1692.0000000000,-122.2341660600,43.0341668120
1695.0000000000,-122.2333327300,43.0341668120
1700.0000000000,-122.2324993900,43.0341668120
1702.0000000000,-122.2316660600,43.0341668120
1705.0000000000,-122.2308327300,43.0341668120
1708.0000000000,-122.2299993900,43.0341668120
1712.0000000000,-122.2291660600,43.0341668120
1718.0000000000,-122.2283327300,43.0341668120
1721.0000000000,-122.2274993900,43.0341668120
1724.0000000000,-122.2266660600,43.0341668120
1730.0000000000,-122.2258327300,43.0341668120
1735.0000000000,-122.2249993900,43.0341668120
1740.0000000000,-122.2241660600,43.0341668120
1745.0000000000,-122.2233327300,43.0341668120
1749.0000000000,-122.2224993900,43.0341668120
1752.0000000000,-122.2216660600,43.0341668120
1755.0000000000,-122.2208327300,43.0341668120
1754.0000000000,-122.2199993900,43.0341668120
1758.0000000000,-122.2191660600,43.0341668120
1767.0000000000,-122.2183327300,43.0341668120
1772.0000000000,-122.2174993900,43.0341668120
1777.0000000000,-122.2166660600,43.0341668120
1785.0000000000,-122.2158327300,43.0341668120
1788.0000000000,-122.2149993900,43.0341668120
1787.0000000000,-122.2141660600,43.0341668120
1790.0000000000,-122.2133327300,43.0341668120
1796.0000000000,-122.2124993900,43.0341668120
1800.0000000000,-122.2116660600,43.0341668120
1798.0000000000,-122.2108327300,43.0341668120
1796.0000000000,-122.2099993900,43.0341668120
1797.0000000000,-122.2091660600,43.0341668120
1797.0000000000,-122.2083327300,43.0341668120
1795.0000000000,-122.2074993900,43.0341668120
1791.0000000000,-122.2066660600,43.0341668120
1793.0000000000,-122.2058327300,43.0341668120
1798.0000000000,-122.2049993900,43.0341668120
1807.0000000000,-122.2041660600,43.0341668120
1811.0000000000,-122.2033327300,43.0341668120
1812.0000000000,-122.2024993900,43.0341668120
1804.0000000000,-122.2016660600,43.0341668120
1798.0000000000,-122.2008327300,43.0341668120
1790.0000000000,-122.1999993900,43.0341668120
1784.0000000000,-122.1991660600,43.0341668120
1775.0000000000,-122.1983327300,43.0341668120
1772.0000000000,-122.1974993900,43.0341668120
1771.0000000000,-122.1966660600,43.0341668120
1772.0000000000,-122.1958327300,43.0341668120
1771.0000000000,-122.1949993900,43.0341668120
1772.0000000000,-122.1941660600,43.0341668120
1776.0000000000,-122.1933327300,43.0341668120
1776.0000000000,-122.1924993900,43.0341668120
1777.0000000000,-122.1916660600,43.0341668120
1777.0000000000,-122.1908327300,43.0341668120
1777.0000000000,-122.1899993900,43.0341668120
1777.0000000000,-122.1891660600,43.0341668120
1777.0000000000,-122.1883327300,43.0341668120
1774.0000000000,-122.1874993900,43.0341668120
1774.0000000000,-122.1866660600,43.0341668120
1776.0000000000,-122.1858327300,43.0341668120
1778.0000000000,-122.1849993900,43.0341668120
1780.0000000000,-122.1841660600,43.0341668120
1779.0000000000,-122.1833327300,43.0341668120
1781.0000000000,-122.1824993900,43.0341668120
1784.0000000000,-122.1816660600,43.0341668120
1781.0000000000,-122.1808327300,43.0341668120
1781.0000000000,-122.1799993900,43.0341668120
1784.0000000000,-122.1791660600,43.0341668120
1786.0000000000,-122.1783327300,43.0341668120
1786.0000000000,-122.1774993900,43.0341668120
1788.0000000000,-122.1766660600,43.0341668120
1793.0000000000,-122.1758327300,43.0341668120
1800.0000000000,-122.1749993900,43.0341668120
1801.0000000000,-122.1741660600,43.0341668120
1799.0000000000,-122.1733327300,43.0341668120
1798.0000000000,-122.1724993900,43.0341668120
1799.0000000000,-122.1716660600,43.0341668120
1798.0000000000,-122.1708327300,43.0341668120
1800.0000000000,-122.1699993900,43.0341668120
1812.0000000000,-122.1691660600,43.0341668120
1826.0000000000,-122.1683327300,43.0341668120
1836.0000000000,-122.1674993900,43.0341668120
1857.0000000000,-122.1666660600,43.0341668120
1877.0000000000,-122.1658327300,43.0341668120
1895.0000000000,-122.1649993900,43.0341668120
1910.0000000000,-122.1641660600,43.0341668120
1918.0000000000,-122.1633327300,43.0341668120
1932.0000000000,-122.1624993900,43.0341668120
1954.0000000000,-122.1616660600,43.0341668120
1978.0000000000,-122.1608327300,43.0341668120
2009.0000000000,-122.1599993900,43.0341668120
2032.0000000000,-122.1591660600,43.0341668120
2029.0000000000,-122.1583327300,43.0341668120
2020.0000000000,-122.1574993900,43.0341668120
2021.0000000000,-122.1566660600,43.0341668120
2002.0000000000,-122.1558327300,43.0341668120
1970.0000000000,-122.1549993900,43.0341668120
1941.0000000000,-122.1541660600,43.0341668120
1914.0000000000,-122.1533327300,43.0341668120
1901.0000000000,-122.1524993900,43.0341668120
1886.0000000000,-122.1516660600,43.0341668120
1875.0000000000,-122.1508327300,43.0341668120
1870.0000000000,-122.1499993900,43.0341668120
1862.0000000000,-122.1491660600,43.0341668120
1855.0000000000,-122.1483327300,43.0341668120
1850.0000000000,-122.1474993900,43.0341668120
1845.0000000000,-122.1466660600,43.0341668120
1839.0000000000,-122.1458327300,43.0341668120
1836.0000000000,-122.1449993900,43.0341668120
1834.0000000000,-122.1441660600,43.0341668120
1826.0000000000,-122.1433327300,43.0341668120
1825.0000000000,-122.1424993900,43.0341668120
1826.0000000000,-122.1416660600,43.0341668120
1826.0000000000,-122.1408327300,43.0341668120
1825.0000000000,-122.1399993900,43.0341668120
1825.0000000000,-122.1391660600,43.0341668120
1827.0000000000,-122.1383327300,43.0341668120
1825.0000000000,-122.1374993900,43.0341668120
1825.0000000000,-122.1366660600,43.0341668120
1825.0000000000,-122.1358327300,43.0341668120
1822.0000000000,-122.1349993900,43.0341668120
1823.0000000000,-122.1341660600,43.0341668120
1825.0000000000,-122.1333327300,43.0341668120
1825.0000000000,-122.1324993900,43.0341668120
1820.0000000000,-122.1316660600,43.0341668120
1820.0000000000,-122.1308327300,43.0341668120
1821.0000000000,-122.1299993900,43.0341668120
1819.0000000000,-122.1291660600,43.0341668120
1817.0000000000,-122.1283327300,43.0341668120
1821.0000000000,-122.1274993900,43.0341668120
1819.0000000000,-122.1266660600,43.0341668120
1823.0000000000,-122.1258327300,43.0341668120
1825.0000000000,-122.1249993900,43.0341668120
1825.0000000000,-122.1241660600,43.0341668120
1826.0000000000,-122.1233327300,43.0341668120
1822.0000000000,-122.1224993900,43.0341668120
1821.0000000000,-122.1216660600,43.0341668120
1821.0000000000,-122.1208327300,43.0341668120
1821.0000000000,-122.1199993900,43.0341668120
1822.0000000000,-122.1191660600,43.0341668120
1824.0000000000,-122.1183327300,43.0341668120
1825.0000000000,-122.1174993900,43.0341668120
1823.0000000000,-122.1166660600,43.0341668120
1824.0000000000,-122.1158327300,43.0341668120
1826.0000000000,-122.1149993900,43.0341668120
1831.0000000000,-122.1141660600,43.0341668120
1837.0000000000,-122.1133327300,43.0341668120
1840.0000000000,-122.1124993900,43.0341668120
1842.0000000000,-122.1116660600,43.0341668120
1845.0000000000,-122.1108327300,43.0341668120
1848.0000000000,-122.1099993900,43.0341668120
1849.0000000000,-122.1091660600,43.0341668120
1846.0000000000,-122.1083327300,43.0341668120
1846.0000000000,-122.1074993900,43.0341668120
1848.0000000000,-122.1066660600,43.0341668120
1850.0000000000,-122.1058327300,43.0341668120
1853.0000000000,-122.1049993900,43.0341668120
1858.0000000000,-122.1041660600,43.0341668120
1857.0000000000,-122.1033327300,43.0341668120
1857.0000000000,-122.1024993900,43.0341668120
1858.0000000000,-122.1016660600,43.0341668120
1856.0000000000,-122.1008327300,43.0341668120
1856.0000000000,-122.0999993900,43.0341668120
1857.0000000000,-122.0991660600,43.0341668120
1859.0000000000,-122.0983327300,43.0341668120
1862.0000000000,-122.0974993900,43.0341668120
1865.0000000000,-122.0966660600,43.0341668120
1865.0000000000,-122.0958327300,43.0341668120
1867.0000000000,-122.0949993900,43.0341668120
1870.0000000000,-122.0941660600,43.0341668120
1871.0000000000,-122.0933327300,43.0341668120
1873.0000000000,-122.0924993900,43.0341668120
1876.0000000000,-122.0916660600,43.0341668120
1875.0000000000,-122.0908327300,43.0341668120
1873.0000000000,-122.0899993900,43.0341668120
1873.0000000000,-122.0891660600,43.0341668120
1875.0000000000,-122.0883327300,43.0341668120
1876.0000000000,-122.0874993900,43.0341668120
1881.0000000000,-122.0866660600,43.0341668120
1887.0000000000,-122.0858327300,43.0341668120
1891.0000000000,-122.0849993900,43.0341668120
1894.0000000000,-122.0841660600,43.0341668120
1898.0000000000,-122.0833327300,43.0341668120
1901.0000000000,-122.0824993900,43.0341668120
1907.0000000000,-122.0816660600,43.0341668120
1912.0000000000,-122.0808327300,43.0341668120
1919.0000000000,-122.0799993900,43.0341668120
1929.0000000000,-122.0791660600,43.0341668120
1939.0000000000,-122.0783327300,43.0341668120
1949.0000000000,-122.0774993900,43.0341668120
1952.0000000000,-122.0766660600,43.0341668120
1954.0000000000,-122.0758327300,43.0341668120
1959.0000000000,-122.0749993900,43.0341668120
1964.0000000000,-122.0741660600,43.0341668120
1968.0000000000,-122.0733327300,43.0341668120
1972.0000000000,-122.0724993900,43.0341668120
1976.0000000000,-122.0716660600,43.0341668120
1978.0000000000,-122.0708327300,43.0341668120
1982.0000000000,-122.0699993900,43.0341668120
1986.0000000000,-122.0691660600,43.0341668120
1985.0000000000,-122.0683327300,43.0341668120
1987.0000000000,-122.0674993900,43.0341668120
